trial_id,experiment_id,source_id,country,state,region,district,latitude,longitude,crop,crop_type,season,year,treatment,product_name,product_category,bio_applied,bio_product_type,bio_dosage_l_ha,control_group,treated_group,soil_organic_carbon,soil_soc,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,zinc_ppm,boron_ppm,avg_temperature_c,heat_stress_days,cumulative_rainfall_mm,growing_degree_days,humidity_pct,wind_speed_kmh,solar_rad_mj,peak_ndvi,yield,observed_yield_q_acre,baseline_yield,treatment_yield,yield_difference,yield_percentage_change,bio_attributed_lift_q,net_profit_rs,field_id,trial_design,replication_count,source,source_url
TR-2024-GU-00042,EXP-2024-GU-SOY-0021,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Soybean,Soybean,Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.58,0.58,7.84,199.5,13.6,314.1,27.8,7.6,1.03,0.29,34.6,5,684.4,2249.0,78.7,9.7,19.4,0.723,10.09,10.09,9.67,10.09,0.42,4.34,0.42,132.0,IND_FIELD_0042,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-GU-00043,EXP-2023-GU-GRO-0022,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Groundnut (Peanut),Groundnut (Peanut),Kharif,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.33,0.33,7.04,213.0,9.9,313.6,31.7,10.8,0.87,0.79,27.4,0,574.0,1781.0,69.8,9.6,20.5,0.685,10.78,10.78,10.78,10.78,0.0,0.0,0.0,0.0,IND_FIELD_0043,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-GU-00044,EXP-2023-GU-GRO-0022,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Groundnut (Peanut),Groundnut (Peanut),Kharif,2023,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.33,0.33,7.04,213.0,9.9,313.6,31.7,10.8,0.87,0.79,27.4,0,574.0,1781.0,69.8,9.6,20.5,0.685,10.82,10.82,10.78,10.82,0.04,0.37,0.04,-1166.0,IND_FIELD_0044,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00045,EXP-2024-MA-CHI-0023,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.6,0.6,7.52,347.8,27.6,304.9,25.3,8.4,0.89,0.46,24.2,1,85.3,1573.0,57.2,14.2,20.7,0.679,8.01,8.01,8.01,8.01,0.0,0.0,0.0,0.0,IND_FIELD_0045,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00046,EXP-2024-MA-CHI-0023,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.6,0.6,7.52,347.8,27.6,304.9,25.3,8.4,0.89,0.46,24.2,1,85.3,1573.0,57.2,14.2,20.7,0.679,8.72,8.72,8.01,8.72,0.71,8.86,0.71,1916.0,IND_FIELD_0046,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TA-00047,EXP-2024-TA-COT-0024,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Cotton,Cotton,Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.43,0.43,7.19,223.3,15.6,229.7,38.5,20.7,0.57,0.62,26.5,2,631.3,1722.5,43.0,11.4,19.5,0.674,10.96,10.96,10.96,10.96,0.0,0.0,0.0,0.0,IND_FIELD_0047,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TA-00048,EXP-2024-TA-COT-0024,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Cotton,Cotton,Kharif,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.43,0.43,7.19,223.3,15.6,229.7,38.5,20.7,0.57,0.62,26.5,2,631.3,1722.5,43.0,11.4,19.5,0.674,11.94,11.94,10.96,11.94,0.98,8.94,0.98,3158.0,IND_FIELD_0048,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-KA-00049,EXP-2022-KA-SOY-0025,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Soybean,Soybean,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.63,0.63,6.88,321.5,32.1,307.3,26.7,12.0,0.65,0.58,20.3,2,743.9,1319.5,51.4,9.3,15.5,0.634,11.17,11.17,11.17,11.17,0.0,0.0,0.0,0.0,IND_FIELD_0049,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-KA-00050,EXP-2022-KA-SOY-0025,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Soybean,Soybean,Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.63,0.63,6.88,321.5,32.1,307.3,26.7,12.0,0.65,0.58,20.3,2,743.9,1319.5,51.4,9.3,15.5,0.634,11.52,11.52,11.17,11.52,0.35,3.13,0.35,-190.0,IND_FIELD_0050,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00051,EXP-2025-MA-MUS-0026,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.5,0.5,7.8,219.8,26.2,264.8,35.7,19.0,0.36,0.45,30.2,3,129.7,1963.0,68.9,9.1,21.4,0.698,6.93,6.93,6.93,6.93,0.0,0.0,0.0,0.0,IND_FIELD_0051,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00052,EXP-2025-MA-MUS-0026,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.5,0.5,7.8,219.8,26.2,264.8,35.7,19.0,0.36,0.45,30.2,3,129.7,1963.0,68.9,9.1,21.4,0.698,7.53,7.53,6.93,7.53,0.6,8.66,0.6,1410.0,IND_FIELD_0052,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00053,EXP-2024-KA-SUG-0027,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Sugarcane,Sugarcane,Annual,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.52,0.52,6.53,276.0,25.2,302.8,20.0,12.2,1.23,0.62,29.4,5,75.3,1911.0,68.5,10.2,14.7,0.549,284.87,284.87,284.87,284.87,0.0,0.0,0.0,0.0,IND_FIELD_0053,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00054,EXP-2024-KA-SUG-0027,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Sugarcane,Sugarcane,Annual,2024,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.52,0.52,6.53,276.0,25.2,302.8,20.0,12.2,1.23,0.62,29.4,5,75.3,1911.0,68.5,10.2,14.7,0.549,337.12,337.12,284.87,337.12,52.25,18.34,52.25,237650.0,IND_FIELD_0054,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-TA-00055,EXP-2025-TA-RIC-0028,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Rice (Paddy),Rice (Paddy),Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.63,0.63,8.28,228.9,24.1,325.4,28.5,15.4,0.98,0.44,33.4,1,676.1,2171.0,60.2,3.3,18.6,0.855,21.46,21.46,21.46,21.46,0.0,0.0,0.0,0.0,IND_FIELD_0055,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-TA-00056,EXP-2025-TA-RIC-0028,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Rice (Paddy),Rice (Paddy),Kharif,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.63,0.63,8.28,228.9,24.1,325.4,28.5,15.4,0.98,0.44,33.4,1,676.1,2171.0,60.2,3.3,18.6,0.855,25.58,25.58,21.46,25.58,4.12,19.2,4.12,17152.0,IND_FIELD_0056,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TE-00057,EXP-2024-TE-RIC-0029,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Rice (Paddy),Rice (Paddy),Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.51,0.51,7.15,284.7,21.6,337.3,34.5,13.6,0.92,0.5,24.1,4,766.8,1566.5,58.6,7.0,19.0,0.638,23.33,23.33,23.33,23.33,0.0,0.0,0.0,0.0,IND_FIELD_0057,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TE-00058,EXP-2024-TE-RIC-0029,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Rice (Paddy),Rice (Paddy),Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.51,0.51,7.15,284.7,21.6,337.3,34.5,13.6,0.92,0.5,24.1,4,766.8,1566.5,58.6,7.0,19.0,0.638,25.08,25.08,23.33,25.08,1.75,7.5,1.75,6250.0,IND_FIELD_0058,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00059,EXP-2024-KA-RIC-0030,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Rice (Paddy),Rice (Paddy),Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.53,0.53,6.31,211.5,26.7,215.7,41.8,11.6,0.97,0.47,25.8,7,704.6,1677.0,66.1,10.4,15.5,0.699,19.65,19.65,19.65,19.65,0.0,0.0,0.0,0.0,IND_FIELD_0059,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00060,EXP-2024-KA-RIC-0030,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Rice (Paddy),Rice (Paddy),Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.53,0.53,6.31,211.5,26.7,215.7,41.8,11.6,0.97,0.47,25.8,7,704.6,1677.0,66.1,10.4,15.5,0.699,23.33,23.33,19.65,23.33,3.68,18.73,3.68,15128.0,IND_FIELD_0060,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-00061,EXP-2022-TE-TOM-0031,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Tomato,Tomato,Annual,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.55,0.55,7.21,304.7,10.9,294.4,39.9,12.0,0.67,0.45,23.7,5,180.3,1540.5,79.7,12.4,16.0,0.85,164.85,164.85,164.85,164.85,0.0,0.0,0.0,0.0,IND_FIELD_0061,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-00062,EXP-2022-TE-TOM-0031,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Tomato,Tomato,Annual,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.55,0.55,7.21,304.7,10.9,294.4,39.9,12.0,0.67,0.45,23.7,5,180.3,1540.5,79.7,12.4,16.0,0.85,183.7,183.7,164.85,183.7,18.85,11.43,18.85,84460.0,IND_FIELD_0062,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-TA-00063,EXP-2021-TA-WHE-0032,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Wheat,Wheat,Rabi,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.25,0.25,7.37,222.2,15.9,321.9,32.4,17.3,1.09,0.29,26.2,3,87.6,1703.0,69.4,12.2,20.7,0.724,15.32,15.32,15.32,15.32,0.0,0.0,0.0,0.0,IND_FIELD_0063,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-TA-00064,EXP-2021-TA-WHE-0032,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Wheat,Wheat,Rabi,2021,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.25,0.25,7.37,222.2,15.9,321.9,32.4,17.3,1.09,0.29,26.2,3,87.6,1703.0,69.4,12.2,20.7,0.724,17.09,17.09,15.32,17.09,1.77,11.55,1.77,6792.0,IND_FIELD_0064,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-00065,EXP-2023-UT-ONI-0033,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Onion,Onion,Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.38,0.38,7.95,235.8,23.5,233.0,23.2,17.2,0.81,0.49,31.6,2,225.6,2054.0,53.9,13.0,13.1,0.557,118.64,118.64,118.64,118.64,0.0,0.0,0.0,0.0,IND_FIELD_0065,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-00066,EXP-2023-UT-ONI-0033,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Onion,Onion,Rabi,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.38,0.38,7.95,235.8,23.5,233.0,23.2,17.2,0.81,0.49,31.6,2,225.6,2054.0,53.9,13.0,13.1,0.557,136.1,136.1,118.64,136.1,17.46,14.72,17.46,78516.0,IND_FIELD_0066,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-MA-00067,EXP-2021-MA-SOY-0034,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Soybean,Soybean,Kharif,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.54,0.54,7.52,180.1,15.3,339.7,33.2,13.4,0.85,0.59,26.9,0,602.2,1748.5,51.7,11.0,23.5,0.73,9.84,9.84,9.84,9.84,0.0,0.0,0.0,0.0,IND_FIELD_0067,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-MA-00068,EXP-2021-MA-SOY-0034,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Soybean,Soybean,Kharif,2021,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.54,0.54,7.52,180.1,15.3,339.7,33.2,13.4,0.85,0.59,26.9,0,602.2,1748.5,51.7,11.0,23.5,0.73,10.57,10.57,9.84,10.57,0.73,7.42,0.73,1558.0,IND_FIELD_0068,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-KA-00069,EXP-2021-KA-TOM-0035,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Tomato,Tomato,Annual,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.74,0.74,7.43,214.9,26.6,263.7,37.6,15.3,0.38,0.51,29.1,2,57.7,1891.5,54.5,6.8,21.1,0.614,173.62,173.62,173.62,173.62,0.0,0.0,0.0,0.0,IND_FIELD_0069,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-KA-00070,EXP-2021-KA-TOM-0035,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Tomato,Tomato,Annual,2021,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.74,0.74,7.43,214.9,26.6,263.7,37.6,15.3,0.38,0.51,29.1,2,57.7,1891.5,54.5,6.8,21.1,0.614,194.33,194.33,173.62,194.33,20.71,11.93,20.71,93016.0,IND_FIELD_0070,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-00071,EXP-2022-UT-MAI-0036,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Maize,Maize,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.51,0.51,7.47,219.3,37.8,216.2,40.0,11.5,0.84,0.76,26.6,5,861.2,1729.0,60.7,8.8,18.3,0.723,23.27,23.27,23.27,23.27,0.0,0.0,0.0,0.0,IND_FIELD_0071,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-00072,EXP-2022-UT-MAI-0036,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Maize,Maize,Kharif,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.0,0,1,0.51,0.51,7.47,219.3,37.8,216.2,40.0,11.5,0.84,0.76,26.6,5,861.2,1729.0,60.7,8.8,18.3,0.723,24.54,24.54,23.27,24.54,1.27,5.46,1.27,4042.0,IND_FIELD_0072,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-PU-00073,EXP-2024-PU-CHI-0037,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.48,0.48,8.53,209.2,34.3,192.2,20.4,15.5,0.89,0.58,24.7,3,146.0,1605.5,74.8,9.6,18.6,0.746,6.81,6.81,6.81,6.81,0.0,0.0,0.0,0.0,IND_FIELD_0073,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-PU-00074,EXP-2024-PU-CHI-0037,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.48,0.48,8.53,209.2,34.3,192.2,20.4,15.5,0.89,0.58,24.7,3,146.0,1605.5,74.8,9.6,18.6,0.746,7.62,7.62,6.81,7.62,0.81,11.89,0.81,2376.0,IND_FIELD_0074,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-TE-00075,EXP-2021-TE-WHE-0038,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Wheat,Wheat,Rabi,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.46,0.46,7.29,208.2,25.3,254.2,30.7,12.5,1.14,0.57,31.6,3,30.0,2054.0,68.8,12.5,17.2,0.779,17.53,17.53,17.53,17.53,0.0,0.0,0.0,0.0,IND_FIELD_0075,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-TE-00076,EXP-2021-TE-WHE-0038,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Wheat,Wheat,Rabi,2021,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.46,0.46,7.29,208.2,25.3,254.2,30.7,12.5,1.14,0.57,31.6,3,30.0,2054.0,68.8,12.5,17.2,0.779,19.19,19.19,17.53,19.19,1.66,9.47,1.66,6286.0,IND_FIELD_0076,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-TE-00077,EXP-2025-TE-CHI-0039,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.47,0.47,7.78,280.3,16.4,273.2,30.0,9.3,0.67,0.43,26.2,0,30.0,1703.0,55.9,6.5,20.2,0.668,6.25,6.25,6.25,6.25,0.0,0.0,0.0,0.0,IND_FIELD_0077,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-TE-00078,EXP-2025-TE-CHI-0039,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2025,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.47,0.47,7.78,280.3,16.4,273.2,30.0,9.3,0.67,0.43,26.2,0,30.0,1703.0,55.9,6.5,20.2,0.668,7.73,7.73,6.25,7.73,1.48,23.68,1.48,5458.0,IND_FIELD_0078,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-TA-00079,EXP-2025-TA-TUR-0040,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.45,0.45,8.07,286.7,12.2,288.0,28.4,11.9,0.96,0.48,27.0,5,663.2,1755.0,76.0,12.4,19.4,0.654,7.11,7.11,7.11,7.11,0.0,0.0,0.0,0.0,IND_FIELD_0079,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-TA-00080,EXP-2025-TA-TUR-0040,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.45,0.45,8.07,286.7,12.2,288.0,28.4,11.9,0.96,0.48,27.0,5,663.2,1755.0,76.0,12.4,19.4,0.654,7.65,7.65,7.11,7.65,0.54,7.59,0.54,684.0,IND_FIELD_0080,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00081,EXP-2025-MA-TUR-0041,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.47,0.47,8.25,157.7,14.4,315.8,31.8,15.8,0.81,0.44,31.4,1,656.5,2041.0,69.0,11.0,18.6,0.683,8.01,8.01,8.01,8.01,0.0,0.0,0.0,0.0,IND_FIELD_0081,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00082,EXP-2025-MA-TUR-0041,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.47,0.47,8.25,157.7,14.4,315.8,31.8,15.8,0.81,0.44,31.4,1,656.5,2041.0,69.0,11.0,18.6,0.683,8.54,8.54,8.01,8.54,0.53,6.62,0.53,638.0,IND_FIELD_0082,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00083,EXP-2023-MA-CHI-0042,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.63,0.63,7.56,262.3,27.5,312.5,27.5,12.3,0.76,0.44,29.5,3,87.0,1917.5,62.6,11.3,22.4,0.704,6.69,6.69,6.69,6.69,0.0,0.0,0.0,0.0,IND_FIELD_0083,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
